Model Name,ML Task,Is Training,Operation,Input Dims,Input Type
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sub,"[[3, 800, 1099], [3, 1, 1], []]","['unsigned char', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[3, 800, 1099], [3, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[2], [], []]","['long int', 'long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[2], [], []]","['long int', 'long int', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[2], []]","['long int', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 768], [1, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 3, 800, 1120], [192, 3, 4, 4], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 192, 200, 280], [1, 192, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 200, 280, 192], [], [192], [192], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 192, 200, 280], [192, 1, 7, 7], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 192, 200, 280], [1, 192, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 200, 280, 192], [], [192], [192], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[56000, 192], [192, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 200, 280, 768], [768], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[1, 200, 280, 768], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 200, 280, 768], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[56000, 768], [768, 192]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 200, 280, 192], [192], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 200, 280, 192], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 192, 200, 280], [1, 192, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 192, 200, 280], [1, 192, 200, 280], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 192, 200, 280], [192, 1, 7, 7], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 192, 200, 280], [1, 192, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 200, 280, 192], [], [192], [192], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[56000, 192], [192, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 200, 280, 768], [768], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[1, 200, 280, 768], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 200, 280, 768], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[56000, 768], [768, 192]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 200, 280, 192], [192], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 200, 280, 192], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 192, 200, 280], [1, 192, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 192, 200, 280], [1, 192, 200, 280], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 192, 200, 280], [192, 1, 7, 7], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 192, 200, 280], [1, 192, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 200, 280, 192], [], [192], [192], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[56000, 192], [192, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 200, 280, 768], [768], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[1, 200, 280, 768], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 200, 280, 768], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[56000, 768], [768, 192]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 200, 280, 192], [192], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 200, 280, 192], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 192, 200, 280], [1, 192, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 192, 200, 280], [1, 192, 200, 280], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 200, 280, 192], [], [192], [192], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 192, 200, 280], [384, 192, 2, 2], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 384, 100, 140], [1, 384, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 384, 100, 140], [384, 1, 7, 7], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 384, 100, 140], [1, 384, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 100, 140, 384], [], [384], [384], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[14000, 384], [384, 1536]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 100, 140, 1536], [1536], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[1, 100, 140, 1536], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 100, 140, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[14000, 1536], [1536, 384]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 100, 140, 384], [384], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 100, 140, 384], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 384, 100, 140], [1, 384, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 384, 100, 140], [1, 384, 100, 140], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 384, 100, 140], [384, 1, 7, 7], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 384, 100, 140], [1, 384, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 100, 140, 384], [], [384], [384], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[14000, 384], [384, 1536]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 100, 140, 1536], [1536], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[1, 100, 140, 1536], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 100, 140, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[14000, 1536], [1536, 384]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 100, 140, 384], [384], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 100, 140, 384], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 384, 100, 140], [1, 384, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 384, 100, 140], [1, 384, 100, 140], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 384, 100, 140], [384, 1, 7, 7], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 384, 100, 140], [1, 384, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 100, 140, 384], [], [384], [384], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[14000, 384], [384, 1536]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 100, 140, 1536], [1536], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[1, 100, 140, 1536], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 100, 140, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[14000, 1536], [1536, 384]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 100, 140, 384], [384], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 100, 140, 384], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 384, 100, 140], [1, 384, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 384, 100, 140], [1, 384, 100, 140], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 100, 140, 384], [], [384], [384], []]","['float', '', 'float', 'float', 'Scalar']"
